"STATION","NAME","DATE","PRCP","TMAX","TMIN"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-10-22","0.12","66","48"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-10-23","0.00","61","48"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-10-24","0.00","58","40"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-10-25","0.00","49","35"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-10-26","0.00","55","35"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-10-27","0.11","55","32"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-10-28","0.12","32","28"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-10-29","0.00","31","27"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-10-30","0.00","41","30"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-10-31","0.00","36","27"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-11-01","0.00","33","25"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-11-02","0.04","35","29"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-11-03","0.00","37","26"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-11-04","0.10","33","26"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-11-05","0.10","41","33"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-11-06","0.00","34","20"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-11-07","0.00","31","20"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-11-08","0.00","33","25"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-11-09","0.00","39","17"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-11-10","0.00","20","8"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-11-11","0.04","29","10"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-11-12","0.00","42","24"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-11-13","0.00","33","23"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-11-14","0.01","43","25"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-11-15","0.07","44","37"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-11-16","0.00","40","25"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-11-17","0.00","35","26"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-11-18","0.06","36","31"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-11-19","0.00","35","16"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-11-20","0.00","39","16"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-11-21","0.00","45","26"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-11-22","0.00","27","13"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-11-23","0.00","31","14"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-11-24","0.00","46","22"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-11-25","0.00","58","32"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-11-26","0.00","37","24"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-11-27","0.00","48","28"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-11-28","0.00","58","35"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-11-29","0.00","50","24"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-11-30","0.00","44","24"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-12-01","0.00","46","27"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-12-02","0.00","48","28"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-12-03","0.00","45","28"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-12-04","0.00","51","29"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-12-05","0.30","55","15"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-12-06","0.00","19","14"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-12-07","0.01","17","6"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-12-08","0.00","22","6"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-12-09","0.01","30","18"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-12-10","0.00","22","16"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-12-11","0.14","27","19"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-12-12","0.00","33","5"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-12-13","0.03","27","4"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-12-14","0.00","26","14"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-12-15","0.00","21","10"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-12-16","0.05","28","19"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-12-17","0.00","27","16"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-12-18","0.00","26","19"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-12-19","0.00","41","24"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-12-20","0.00","32","15"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-12-21","0.01","18","15"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-12-22","0.00","21","15"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-12-23","0.00","24","9"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-12-24","0.00","20","9"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-12-25","0.00","20","-1"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-12-26","0.00","0","-10"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-12-27","0.00","-2","-11"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-12-28","0.05","4","-10"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-12-29","0.01","10","-4"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-12-30","0.01","0","-16"
"USC00218450","UNIVERSITY OF MN ST. PAUL, MN US","2017-12-31","0.00","-8","-17"
